datetime,date,time,city,state,country,shape,duration (seconds),duration (hours/min),comments,latitude,longitude,lighting_conditions
7/30/2007 14:00,2007-07-30,14:00,guerneville,ca,us,other,180,3 minutes,Clear sky UFO appears as a cloud shrouded object moving in a stright line south to north.,38.5,-123.0,daylight
7/30/2007 14:00,2007-07-30,14:00,post falls,id,us,disk,3,3 seconds,Around the end of July 2007&#44 I was sitting in a chair on my back porch enjoying the warm weather under cloud cover which was at the nor,47.72,-116.95,daylight
7/30/2007 16:43,2007-07-30,16:43,wittmann,az,us,unknown,5,5 seconds,Husband and I were driving home on US 60 when we notice lights hovering over towards the lake plesant mountains.,33.78,-112.53,daylight
7/30/2007 21:45,2007-07-30,21:45,port coquitlam (canada),bc,ca,light,40,30-40 seconds,Large bright light hovering over surrey viewed from port coquitlam.,49.27,-122.78,night
7/30/2007 22:30,2007-07-30,22:30,itasca,il,us,light,2,<2 seconds,Bright white lights flash across the night sky,41.98,-88.01,night
7/30/2007 23:00,2007-07-30,23:00,rathdrum,id,us,oval,45,45 sec.,oval white object  hovering at distance&#44 then changed color to a brighter gold and silver&#44 then took off gone.,47.81,-116.9,night
7/30/2008 01:30,2008-07-30,01:30,ramstein (germany),,de,light,3600,over an hour,Flashing light in sky&#44 hovered in one spot (didn&#39t move around)&#44 then 3 small lights quickly came from it and away.,49.45,7.53,night
7/30/2008 07:00,2008-07-30,07:00,warren,mi,us,light,60,appx 60 sec,a dot for the sake of interterrestrial communication,42.48,-83.03,daylight
7/30/2008 09:06,2008-07-30,09:06,odd,wv,us,triangle,120,2 minutes,black triangular shaped aircraft photographed during the day.  ((NUFORC Note:  Object probably is a bat&#44 or a butterfly.  PD)),37.59,-81.19,daylight
7/30/2008 10:00,2008-07-30,10:00,roseville,ca,us,cylinder,600,10 minutes,Object  in the sky  that was in a stationary position  for 10 minutes before disapearing,38.75,-121.29,daylight
7/30/2008 11:15,2008-07-30,11:15,loveland,co,us,triangle,5,5 seconds,saw orange lights moving in formation,40.4,-105.07,daylight
7/30/2008 18:00,2008-07-30,18:00,palmdale,ca,us,oval,300,1-5min,orange oval shape sat in the sky then disapperad and re-appered when two jets approached.,34.58,-118.12,night
7/30/2008 18:10,2008-07-30,18:10,cheviot,oh,us,chevron,180,3 minutes,Black small arrow head shaped UFO very high,39.16,-84.61,night
7/30/2008 21:45,2008-07-30,21:45,deptford,nj,,oval,300,5 minutes,Strange-moving object hovering and making helicopter-like sound at night&#44 but not shape of a helicopter,39.82,-75.12,night
7/30/2008 21:55,2008-07-30,21:55,north london (uk/england),,,light,1200,2&#44oo mins,ORANGE LIGHT MOVING ERRATICALLY BEFORE MOVING QUICKLY UPWARDS DURATION APROC 3 MINS,51.51,-0.13,night
7/30/2008 22:00,2008-07-30,22:00,marshfield,ma,us,unknown,600,ten minutes,Strange orange lights seen at Marshfield MA. late July.,42.09,-70.71,night
7/30/2008 22:30,2008-07-30,22:30,corvallis,or,us,fireball,30,30 sec,White orb sighting over Corvallis Oregon moving slowly from west to east.,44.56,-123.26,night
7/30/2008 22:30,2008-07-30,22:30,northville,ny,us,circle,60,1 minute,While on vacation in the Adirondack Mountains&#44 several of us witnessed a strange light accompanied by two aircraft.  We were sitting ar,43.23,-74.17,night
7/30/2008 22:35,2008-07-30,22:35,berwick(town) (canada),ns,ca,light,900,15min,Three glowing orange objects passed over town about five minutes apart.,45.03,-64.73,night
7/30/2008 22:43,2008-07-30,22:43,new london,mn,us,light,60,1 minute or so,Bright white light turned to red as it sped up&#44 slowed down&#44 and zigzagged across the sky.,45.3,-94.94,night
7/30/2008 23:30,2008-07-30,23:30,russellville,ar,us,formation,10800,about 3 hours,Two formations of red&#44 yellow and blue lights spread around Lake Dardanelle.,35.28,-93.13,night
7/30/2008 24:00,2008-07-30,00:00,laurel,ms,us,unknown,3600,1 hour,flashing lighits   blast    and some kind off craft     and was moving fast took pics at home and 7 miles away. they te same,31.69,-89.13,night
7/30/2009 00:00,2009-07-30,00:00,kent,wa,us,flash,2,1-2 seconds,One small blue light moving extreamly fast,47.38,-122.23,night
7/30/2009 00:00,2009-07-30,00:00,st  leonard (canada),nb,ca,light,20,20 seconds,small silent craft with 1 steady white light and a smaller flashing red light next to it hovers over industrial sawmill at night.,47.17,-67.92,night
7/30/2009 00:30,2009-07-30,00:30,frant (uk/england),,gb,light,4,3-4 seconds,Brilliant bright white light.,51.08,0.27,night
7/30/2009 18:02,2009-07-30,18:02,burkett,tx,us,cigar,360,6 minutes,2 Stationary Disk Shapes,32.0,-99.23,night
7/30/2009 21:00,2009-07-30,21:00,bucks,pa,,sphere,60,1 min,The object I observed was sperical in shape orange to redish orange in color moving intentionaly  in a straight direction from what i b,40.41,-75.25,night
7/30/2009 21:30,2009-07-30,21:30,capitola,ca,us,light,20,20 seconds,formation forming (triangle) group of lights,36.98,-121.95,night
7/30/2009 21:30,2009-07-30,21:30,odin,il,us,light,1800,30 min,Jet Aircraft chase Ball of Light over Odin Illinois.  ((NUFORC Note:  Maybe not a serious report??  PD)),38.62,-89.05,night
7/30/2009 21:30,2009-07-30,21:30,pittston,pa,us,egg,60,1 minute,5 bright orange shapes in sky.,41.33,-75.79,night
7/30/2009 22:05,2009-07-30,22:05,butler,mo,us,unknown,600,10 minutes,((HOAX??))  Red blinking ufo&#44 stopped on a dime&#44 did 180&#44 traveling 20-25 mph about 1/2 mile-1 mile away at around 100ft or so.,38.25,-94.34,night
7/30/2009 22:15,2009-07-30,22:15,goderich (canada),on,ca,oval,240,4 minutes,My family was having a campfire on the beach at Lake Huron&#44 when we saw a spherical object&#44 maybe half a mile away&#44 moving steadily ove,43.73,-81.7,night
7/30/2009 22:20,2009-07-30,22:20,williamslake (canada),bc,,light,7200,2 hours atleast,2 clusters of orbs in british columbia,52.14,-122.14,night
7/30/2010 09:30,2010-07-30,09:30,enfield,ct,us,changing,1800,30 minutos,cambia   de   forma   y   dura   30   minutos  ((NUFORC Note:  We suspect a sighting of a celestial body&#44 a star or a planet.  PD)),41.98,-72.59,daylight
7/30/2010 20:30,2010-07-30,20:30,paterson,nj,us,other,7200,2 hours,7/30/2010/ 9:30-11:30pm/Sighting over Paterson NJ Two Satellite Looking Objects; Second Objects Lights Up For A Moment Then Dims Again,40.92,-74.17,night
7/30/2010 20:44,2010-07-30,20:44,reading,pa,us,changing,10800,2-3 hours,Four visible&#44 identical&#44 shape-changing UFOs over a large E city going toe-to-toe with intruders that are only visible on cameras.,40.34,-75.93,night
7/30/2010 21:00,2010-07-30,21:00,thousand oaks,ca,us,light,10800,3 hours,bright light in sky every night for last 8 nights and counting.  ((NUFORC Note:  Sighting of Venus in the western sky&#44 we suspect. PD)),34.17,-118.84,night
7/30/2010 21:15,2010-07-30,21:15,ridgecrest,ca,us,unknown,360,6 min,Hovering lights without sound,35.62,-117.67,night
7/30/2010 23:00,2010-07-30,23:00,baltimore,md,us,sphere,5,5 seconds,Recurring Sighting Over Parkton Maryland July 27th thru 30th.,39.29,-76.61,night
7/30/2010 23:05,2010-07-30,23:05,uk/scotland,,,light,180,3 mins,two bright lights travelling at speed across a clear night sky.,56.49,-4.2,night
7/30/2010 23:30,2010-07-30,23:30,cutler,ca,us,fireball,240,3-4 minutes,Small fireball shaped object seen flying southeast from Cutler. No noise.,36.52,-119.29,night
7/30/2011 00:00,2011-07-30,00:00,lowell,ma,us,light,540,9 min,UFO on Pawtucket Blvd. in Lowell Massachusetts on July 30th.  ((NUFORC Note:  Possible &quot;twinkling&quot; star?  PD)),42.63,-71.32,night
7/30/2011 00:10,2011-07-30,00:10,eureka,mi,us,light,120,00:2:00,Turquoise Light in the sky,43.1,-84.51,night
7/30/2011 01:00,2011-07-30,01:00,sant pere pescador (spain),,,circle,600,10 minutes,I was sitting on the beach in the city I listed in the information and I saw  dots in the sky that looked similar to stars however they,42.19,3.08,night
7/30/2011 01:35,2011-07-30,01:35,toledo,oh,us,cylinder,1200,15-20 minutes,Spinning cluster of very bright red&#44 blue and yellow lights in the Western sky.,41.66,-83.56,night
7/30/2011 02:00,2011-07-30,02:00,marietta,ga,us,unknown,10800,3 hours,Brilliant white object over Marietta GA  ((NUFORC Note:  We suspect a sighting of a &quot;twinkling&quot; star.  PD)),33.95,-84.55,night
7/30/2011 09:00,2011-07-30,09:00,philadelphia,pa,us,fireball,2,1-2 seconds,Orange size Fire-like Glowing Sphere in Pennsylvania July 30&#44 2011.,39.95,-75.16,daylight
7/30/2011 13:45,2011-07-30,13:45,buzzards bay,ma,us,diamond,15,15 seconds,sitting in my back yard. around 345pm&#44.  light haze to  the sky&#44 with mostly sunny skies.i heard a faint jet engine  .living near cape,41.75,-70.62,daylight
7/30/2011 17:45,2011-07-30,17:45,johnson,vt,us,cigar,60,1 minute,i saw it once before i went around the hill and when i got on the other side it was gone.,44.64,-72.68,daylight
7/30/2011 20:00,2011-07-30,20:00,bethlehem,ga,us,cigar,300,5 minutes,This report is regarding an incident that occurred just over two years ago. I only recently learned of your site and&#44 until now&#44 had no,33.93,-83.71,night
7/30/2011 20:15,2011-07-30,20:15,rotherham (uk/england),,gb,sphere,10,10 seconds,Black sphere traversed the sky over Rotherham&#44 UK.,53.43,-1.35,night
7/30/2011 20:30,2011-07-30,20:30,los angeles,ca,us,fireball,240,4 min,Orange pulsating light over the Farmers Market  in Los Angeles,34.05,-118.24,night
7/30/2011 20:30,2011-07-30,20:30,oconomowoc,wi,us,light,30,30 seconds,Two lights following a third&#44 rotational maneuvering,43.11,-88.5,night
7/30/2011 20:48,2011-07-30,20:48,roseville,mi,us,light,180,about 3 minutes,A bright light in the sky&#44 Roseville&#44 Michigan 48066 @ approx 8:48 pm est.,42.5,-82.94,night
7/30/2011 21:00,2011-07-30,21:00,holts summit,mo,us,cigar,600,10 minutes,Unusual large silver object seen at great height.,38.64,-92.12,night
7/30/2011 21:00,2011-07-30,21:00,lumberton,nj,us,fireball,240,4 minutes,Two red-orange fireballs observed and interacted with via spotlight.,39.97,-74.81,night
7/30/2011 21:00,2011-07-30,21:00,new york city (staten island),ny,us,fireball,60,1 minute,Orange glowing object seen by 8 people,40.71,-74.01,night
7/30/2011 21:00,2011-07-30,21:00,prospect,ct,us,circle,900,15 minutes,8 orange glowing circles float across the sky flying low,41.5,-72.98,night
7/30/2011 21:10,2011-07-30,21:10,dubuque,ia,us,light,600,about 10 mins?,Single bright&#44 moving winking light and &#8230;  ((NUFORC Note:  Possible tumbling rocket/booster??  PD)),42.5,-90.66,night
7/30/2011 21:18,2011-07-30,21:18,troy,nh,us,oval,120,2 minutes,If it looks like the ISS but isn&#39t&#44  what is it?  ((NUFORC Note:  Possible flare from an &quot;Iridium&quot; satellite??  PD)),42.82,-72.18,night
7/30/2011 21:20,2011-07-30,21:20,wind lake,wi,us,fireball,900,15 minutes,Glowing ball with a red glowing top. They appeared to be translucent.  Disappeared quickly.,42.83,-88.16,night
7/30/2011 21:45,2011-07-30,21:45,yarmouthport,ma,,triangle,240,3-4 minutes,As suggested - I wrote to the local newspaper to inquire about a UFO siting by my husband and myself. This is as it appeared in the pap,41.71,-70.21,night
7/30/2011 22:00,2011-07-30,22:00,brandon,vt,us,circle,180,3 min,Star imposters,43.8,-73.09,night
7/30/2011 22:00,2011-07-30,22:00,brentwood,tn,us,fireball,600,10 minutes,10-30 orange fireballs over Brentwood&#44 TN.,36.03,-86.78,night
7/30/2011 22:00,2011-07-30,22:00,cassadaga,ny,us,fireball,420,5-7 minutes,Yellowish/orange sphere witnessed by 6-8 people in Western NY,42.34,-79.31,night
7/30/2011 22:00,2011-07-30,22:00,franklin/brentwood,tn,,fireball,900,15 minutes,30-50 red/orange fireballs seen over Brentwood and Coolsprings,36.0,-86.81,night
7/30/2011 22:00,2011-07-30,22:00,millsboro,de,us,unknown,3600,1 hour plus,Orange lights in sky.,38.59,-75.29,night
7/30/2011 22:00,2011-07-30,22:00,norfolk,ma,us,fireball,30,30 seconds,More that one siting over the last five years.,42.12,-71.33,night
7/30/2011 22:00,2011-07-30,22:00,norfolk,ma,us,light,2,seconds,July 31 @ approximately 10 and 10:30 pm watching the night sky and saw two separate balls of light very large streak across the sky.  I,42.12,-71.33,night
7/30/2011 22:00,2011-07-30,22:00,squaw valley,ca,us,light,10,10 seconds,Slow moving ball of light.,36.74,-119.25,night
7/30/2011 22:00,2011-07-30,22:00,toledo,oh,us,light,180,3 minutes,Amber lights seen in the distant sky&#44 moving together before &quot;flying&quot; away.,41.66,-83.56,night
7/30/2011 22:05,2011-07-30,22:05,port jeff station,ny,,fireball,300,5 min,Appeared floating than was speeding through the sky suddenly went up at 90 degrees and disappeared.,40.94,-73.05,night
7/30/2011 22:12,2011-07-30,22:12,clermont,fl,us,sphere,180,3 min,07/30/2011 time 22:12 in greater groves blvd clermont fl 34714  6-7 hovering objects,28.55,-81.77,night
7/30/2011 22:15,2011-07-30,22:15,stone harbor,nj,us,fireball,600,5 - 10 minutes,Multiple fireballs North of Stone Harbor,39.05,-74.76,night
7/30/2011 22:18,2011-07-30,22:18,painseville,oh,,fireball,1200,20 minutes,A fire in the sky for 20 minutes.,41.72,-81.25,night
7/30/2011 22:30,2011-07-30,22:30,bakersfield,ca,us,circle,600,5-10 minutes,Orange Lights Over Bakersfield California,35.37,-119.02,night
7/30/2011 22:30,2011-07-30,22:30,mattapoisett,ma,us,light,300,5 minutes,Witnessed 3 bright orange lights moving slowly through the sky.,41.66,-70.82,night
7/30/2011 22:30,2011-07-30,22:30,wildwood,nj,us,fireball,900,15 minutes,2 fireballs&#44 interacting with one another&#44 changing intensities for about a 15 -20 minute duration.,38.99,-74.82,night
7/30/2011 22:45,2011-07-30,22:45,cary,il,us,circle,240,4 minutes,Four unidentifiable orange objects hovering silently and slowly moving in the sky above Cary&#44 IL,42.21,-88.24,night
7/30/2011 22:54,2011-07-30,22:54,waterbury,ct,us,fireball,600,ten minutes,Orange lights over waterbury CT,41.56,-73.05,night
7/30/2011 23:00,2011-07-30,23:00,dennisport,ma,,rectangle,480,4-8 minutes,Orange light silently moving in night sky over Old Wharf Road towards ocean.,41.66,-70.13,night
7/30/2011 23:00,2011-07-30,23:00,smithville,tx,us,triangle,14400,4 hours,Red and green glow to lights on  triangle crafts and GIANT falling star w/ green tracer  then broke into 3 parts.,30.01,-97.16,night
7/30/2011 23:10,2011-07-30,23:10,lexington,ky,us,circle,45,45 seconds,orange light,37.99,-84.48,night
7/30/2011 23:30,2011-07-30,23:30,hull (uk/england),,gb,oval,1800,30 mins,ufo sighted 30 mins activity,53.72,-0.33,night
7/30/2012 01:00,2012-07-30,01:00,sicklerville,nj,us,flash,30,30 seconds,Bright white lights flashing then faded away with an orange glow,39.72,-74.97,night
7/30/2012 02:00,2012-07-30,02:00,new york city (brooklyn),ny,us,oval,3,3 seconds,A falling bright green light over Brooklyn whilst riding over the Williamsburg bridge.,40.71,-74.01,night
7/30/2012 04:00,2012-07-30,04:00,brightwaters,ny,us,light,900,15 minutes,What appeared to be stationary stars in the sky were actually from a distance and through my binoculars&#44 multi-colored strobe lights,40.72,-73.27,night
7/30/2012 16:00,2012-07-30,16:00,new york city (brooklyn),ny,us,circle,3000,~50 minutes,Brooklyn UFO / VIdeo and Photo / 7.30.12,40.71,-74.01,daylight
7/30/2012 17:40,2012-07-30,17:40,beaverton,or,us,unknown,600,10 minutes,Daylight UFO Sighting ove Beaverton - White light flickering and fading in and out of visibility,45.49,-122.8,daylight
7/30/2012 20:00,2012-07-30,20:00,burlington (canada),on,ca,oval,180,3 minutes,Orange red balls of light&#44 moving fast and no flashing lights.  Shaped looked round.  First one&#44 heading from West to East and disappea,43.32,-79.8,night
7/30/2012 20:00,2012-07-30,20:00,clifton heights,pa,,circle,120,2 minutes,White lights moving in a fast steady pace,39.93,-75.3,night
7/30/2012 20:50,2012-07-30,20:50,brisbane (australia),,au,light,2,2 seconds,At 8:50 pm I saw a light in the a cylinder type light with blue and red flashes on the bottom come towards me and then shoot strai,-27.47,153.02,night
7/30/2012 21:30,2012-07-30,21:30,hugo,mn,us,unknown,240,3-4 minutes,Fiery-orange&#44 glowing spheres.  Hovering and then moving away at unusual speeds.,45.16,-92.99,night
7/30/2012 21:50,2012-07-30,21:50,olathe,ks,us,light,30,~30 seconds,Hovering lights,38.88,-94.82,night
7/30/2012 22:00,2012-07-30,22:00,ypsilanti,mi,us,oval,300,5 minutes,White Orb with 2 red lights takes gift.,42.24,-83.61,night
7/30/2013 01:00,2013-07-30,01:00,keswick (canada),on,ca,flash,300,5 minutes,Strange thing moving fast in the sky&#44 dropping a white fireball?,44.25,-79.47,night
7/30/2013 01:00,2013-07-30,01:00,valdosta,ga,us,light,300,half hour,Round object with red and white blinking lights. It moves around a little bit in the sky. There is no noise coming from it.,30.83,-83.28,night
7/30/2013 03:40,2013-07-30,03:40,pocahontas,ar,us,light,300,5 minutes,Orange light hovering above tree line then disappearing upwards,36.26,-90.97,night
7/30/2013 12:00,2013-07-30,12:00,oshkosh,wi,us,circle,30,30 seconds,Flying disk over Oshkosh Airport during EAA fly-in.,44.02,-88.54,daylight
7/30/2013 12:15,2013-07-30,12:15,thompson,ct,us,fireball,120,1-2 minutes,Saw fireball flying across sky due north with tail then vanished  into thin air with a flash of white light,41.96,-71.86,daylight
7/30/2013 15:15,2013-07-30,15:15,keene,nh,us,disk,600,5-10 minutes,Black disc to the North/NW of Keene,42.93,-72.28,daylight
7/30/2013 20:40,2013-07-30,20:40,st. paul,mn,us,circle,300,5 minutes,Six uniform white lights in St Paul&#44 Minnesota.  Near the Saints stadium.,44.94,-93.09,night
7/30/2013 21:00,2013-07-30,21:00,avalon,nj,us,formation,60,60 seconds,Brief appearance of four lights in straight formation over the ocean.,39.1,-74.72,night
7/30/2013 21:00,2013-07-30,21:00,baltic,ct,us,triangle,60,1 minute,3 very bright bloodred orbs flying in perfect triangular formation and smaller object approaching from opposite direction,41.62,-72.08,night
7/30/2013 21:00,2013-07-30,21:00,gulfport,ms,us,cone,300,5 minutes,Soundless red LED/electronic like lighted bright light coming from The Gulf and heading rapidly to the east near Gulfport&#44 Mississippi.,30.37,-89.09,night
